basecode,basecode_fill,KCIS
0,49,10749
0,49,10749
0,49,10749
0,49,10749
0,49,10749
50,50,10219
0,50,10401
0,50,10401
0,50,10401
0,50,10401
0,50,10402
0,50,10402
0,50,10402
0,50,10402
0,50,10402
0,50,10402
0,50,10402
0,50,10403
0,50,10403
0,50,10403
0,50,10403
0,50,10403
0,50,10403
51,51,10301
0,51,10301
0,51,10301
0,51,10309
0,51,10309
0,51,10309
0,51,10309
0,51,10309
0,51,10309
0,51,10309
0,51,10309
0,51,10309
0,51,10309
0,51,10309
0,51,10309
0,51,10309
0,51,10309
0,51,10309
0,51,10793
52,52,10791
0,52,10791
0,52,10791
0,52,10792
0,52,10792
0,52,10792
0,52,10792
0,52,10792
0,52,10792
0,52,10792
53,53,10795
0,53,10795
0,53,10795
0,53,10795
0,53,10795
0,53,10795
0,53,10795
0,53,10796
0,53,10796
0,53,10797
0,53,10797
0,53,10797
0,53,10797
0,53,10797
54,54,10619
0,54,10619
0,54,10619
0,54,10619
0,54,10793
0,54,10793
0,54,10794
0,54,10794
0,54,10794
0,54,10798
0,54,10798
0,54,10798
0,54,10798
0,54,10798
0,54,10798
0,54,10799
0,54,10799
55,55,10800
0,55,10800
0,55,10800
0,55,10800
0,55,10800
0,55,10800
0,55,10800
0,55,10800
56,56,11121
57,57,11122
58,58,11113
0,58,11113
59,59,11111
0,59,11111
0,59,11112
0,59,11119
0,59,11119
0,59,11119
0,59,11129
0,59,11129
0,59,11129
0,59,11129
60,60,11201
0,60,11202
0,60,11209
0,60,11209
0,60,11209
0,60,11209
0,60,11209
0,60,11209
0,60,11209
0,60,11209
0,60,11209
0,60,11209
0,60,11209
61,61,12001
0,61,12002
0,61,12002
62,62,13101
0,62,13101
0,62,13101
0,62,13101
0,62,13102
0,62,13102
0,62,13102
0,62,13102
0,62,13102
0,62,13109
0,62,13109
63,63,13103
0,63,13103
0,63,13103
64,64,13104
0,64,13104
0,64,13104
0,64,13104
65,65,13211
0,65,13211
0,65,13212
0,65,13212
0,65,13212
0,65,13212
0,65,13214
0,65,13214
0,65,13219
66,66,13213
0,66,13213
0,66,13213
0,66,13213
67,67,13219
0,67,13219
0,67,13219
0,67,13991
68,68,13310
0,68,13310
0,68,13310
0,68,13310
0,68,13320
69,69,13401
0,69,13402
0,69,13403
0,69,13404
0,69,13409
70,70,13221
0,70,13221
0,70,13221
0,70,13221
0,70,13221
0,70,13221
0,70,13221
0,70,13222
0,70,13223
0,70,13224
0,70,13224
0,70,13224
0,70,13225
0,70,13229
0,70,13229
0,70,13229
0,70,13229
0,70,13229
0,70,13910
0,70,13910
71,71,13921
0,71,13921
0,71,13921
0,71,13922
0,71,13922
0,71,13922
72,72,13992
0,72,13992
0,72,13992
0,72,13993
0,72,13993
0,72,13993
0,72,13994
0,72,13994
0,72,13994
0,72,13999
0,72,13999
0,72,13999
0,72,13999
0,72,13999
73,73,14111
0,73,14111
0,73,14111
0,73,14111
0,73,14112
0,73,14112
0,73,14112
0,73,14112
0,73,14112
0,73,14120
0,73,14120
0,73,14120
0,73,14120
0,73,14120
0,73,14130
0,73,14191
0,73,14191
0,73,14191
0,73,14191
0,73,14191
0,73,14192
0,73,14192
0,73,14194
0,73,14199
74,74,14300
0,74,14300
0,74,14300
0,74,14300
0,74,14300
0,74,14300
0,74,14300
0,74,14300
0,74,14300
75,75,14193
0,75,14193
76,76,14202
0,76,14202
0,76,14203
77,77,14411
0,77,14411
0,77,14419
0,77,14419
0,77,14491
0,77,14499
0,77,14499
0,77,14499
0,77,14499
0,77,14499
0,77,14499
0,77,14499
0,77,14499
0,77,14499
0,77,14499
78,78,15110
0,78,15110
0,78,15110
0,78,15110
0,78,15110
0,78,15110
79,79,14201
0,79,14203
80,80,15121
0,80,15121
0,80,15129
0,80,15129
0,80,15129
0,80,15129
0,80,15129
0,80,15129
81,81,15211
0,81,15211
0,81,15211
0,81,15211
0,81,15219
0,81,15219
0,81,15219
0,81,15219
0,81,15219
0,81,15219
0,81,15219
0,81,15219
0,81,15219
0,81,15219
0,81,15219
0,81,15219
0,81,15219
0,81,15219
0,81,15220
0,81,15220
0,81,15220
0,81,15220
82,82,15190
0,82,15190
83,83,16101
0,83,16101
0,83,16101
0,83,16101
0,83,16102
0,83,16102
0,83,16102
0,83,16102
0,83,16102
0,83,16102
0,83,16102
0,83,16103
84,84,16211
0,84,16211
0,84,16211
85,85,16212
0,85,16212
0,85,16212
0,85,16212
86,86,16221
0,86,16221
0,86,16229
0,86,16229
87,87,16231
0,87,16232
0,87,16232
0,87,16232
88,88,16291
0,88,16292
0,88,16293
0,88,16293
0,88,16299
0,88,16299
0,88,16301
0,88,16302
0,88,16302
89,89,17110
0,89,17110
0,89,17110
90,90,17121
0,90,17122
0,90,17122
0,90,17122
0,90,17122
0,90,17122
0,90,17122
0,90,17122
91,91,17123
0,91,17123
0,91,17123
0,91,17123
0,91,17124
0,91,17124
0,91,17124
0,91,17124
0,91,17129
0,91,17129
0,91,17129
92,92,17210
0,92,17210
0,92,17210
93,93,17221
0,93,17221
0,93,17222
0,93,17223
0,93,17223
0,93,17229
0,93,17229
94,94,17901
0,94,17901
0,94,17901
0,94,17901
0,94,17901
0,94,17901
0,94,17901
0,94,17901
95,95,17902
0,95,17902
0,95,17902
0,95,17902
0,95,17902
96,96,17903
0,96,17903
0,96,17903
0,96,17909
0,96,17909
0,96,17909
0,96,17909
97,97,18121
0,97,18111
0,97,18112
0,97,18119
0,97,18119
0,97,18119
0,97,18119
0,97,18121
0,97,18122
0,97,18129
98,98,18200
0,98,18200
0,98,18200
0,98,18200
0,98,18200
0,98,18200
99,99,19101
0,99,19101
100,100,19102
0,100,19102
101,101,19210
102,102,19210
103,103,19210
104,104,19210
105,105,19210
106,106,19210
0,106,19210
0,106,19210
107,107,19210
0,107,19210
0,107,19210
108,108,19210
109,109,19221
0,109,19221
0,109,19221
110,110,19210
0,110,19229
0,110,19229
0,110,19229
0,110,19229
111,111,20111
0,111,20111
0,111,20111
0,111,20111
0,111,20111
112,112,20111
0,112,20111
0,112,20111
0,112,20111
0,112,20111
113,113,20111
0,113,20111
0,113,20111
0,113,20111
0,113,20111
0,113,20111
0,113,20111
0,113,20111
0,113,20119
0,113,20119
0,113,20119
0,113,20119
0,113,20119
0,113,20119
0,113,20119
0,113,20119
0,113,20119
0,113,20119
0,113,20119
0,113,20119
0,113,20119
0,113,20119
0,113,20119
0,113,20119
0,113,20119
0,113,20119
0,113,20119
0,113,20119
114,114,20119
0,114,20119
115,115,20119
0,115,20119
0,115,20119
0,115,20119
0,115,20119
0,115,20119
0,115,20119
0,115,20119
0,115,20119
0,115,20119
0,115,20119
0,115,20119
0,115,20119
0,115,20119
0,115,20119
0,115,20119
0,115,20119
0,115,20119
0,115,20119
116,116,20121
0,116,20121
0,116,20121
0,116,20121
0,116,20121
0,116,20121
0,116,20121
0,116,20121
0,116,20121
117,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
0,117,20129
118,118,20131
0,118,20131
0,118,20131
0,118,20131
0,118,20132
0,118,20132
0,118,20132
0,118,20132
0,118,20132
0,118,20132
0,118,20132
0,118,20132
0,118,20132
0,118,20132
0,118,20132
0,118,20132
0,118,20132
119,119,20302
0,119,20302
0,119,20302
0,119,20302
0,119,20302
0,119,20302
0,119,20302
0,119,20302
0,119,20302
0,119,20302
0,119,20302
0,119,20302
0,119,20302
0,119,20302
0,119,20302
0,119,20302
0,119,20302
0,119,20302
0,119,20302
0,119,20302
0,119,20302
0,119,20303
0,119,20303
120,120,20301
0,120,20301
0,120,20301
0,120,20301
121,121,20501
0,121,20501
0,121,20501
0,121,20501
0,121,20501
0,121,20501
0,121,20502
0,121,20502
0,121,20502
0,121,20502
122,122,21101
0,122,21102
0,122,21102
0,122,21210
0,122,21220
0,122,21230
0,122,21300
0,122,21300
0,122,21300
123,123,20201
0,123,20201
0,123,20201
0,123,20201
0,123,20201
0,123,20201
0,123,20201
0,123,20201
0,123,20202
0,123,20209
0,123,20209
124,124,20411
0,124,20412
0,124,20412
0,124,20412
0,124,20412
0,124,20412
125,125,20421
0,125,20421
0,125,20421
0,125,20421
0,125,20421
0,125,20421
0,125,20421
0,125,20421
0,125,20421
0,125,20421
0,125,20421
0,125,20421
0,125,20422
0,125,20424
126,126,20423
0,126,20423
0,126,20423
0,126,20423
127,127,20431
0,127,20431
0,127,20432
0,127,20432
0,127,20432
0,127,20432
0,127,20432
0,127,20432
0,127,20432
0,127,20432
128,128,20433
0,128,20433
0,128,20433
0,128,20433
0,128,20433
0,128,20433
0,128,20433
0,128,20433
0,128,20433
0,128,20433
0,128,20433
0,128,20433
0,128,20433
0,128,20433
0,128,20433
0,128,20433
0,128,20433
129,129,20493
0,129,20493
0,129,20493
130,130,20491
0,130,20491
0,130,20491
0,130,20491
131,131,20112
0,131,20112
0,131,20434
0,131,20434
0,131,20434
0,131,20434
0,131,20492
0,131,20494
0,131,20494
0,131,20494
0,131,20494
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
0,131,20499
132,132,22211
0,132,22211
0,132,22211
0,132,22211
0,132,22211
0,132,22212
0,132,22212
0,132,22212
0,132,22212
0,132,22212
0,132,22212
0,132,22212
0,132,22213
133,133,22221
0,133,22221
0,133,22221
0,133,22222
0,133,22223
0,133,22229
134,134,22231
0,134,22232
0,134,22232
0,134,22232
135,135,22240
0,135,22240
0,135,22240
0,135,22240
0,135,22240
136,136,22250
0,136,22250
0,136,22250
0,136,22291
0,136,22291
0,136,22299
0,136,22299
0,136,22299
0,136,22299
0,136,22299
0,136,22299
0,136,22299
137,137,22111
0,137,22111
0,137,22111
0,137,22111
0,137,22111
0,137,22111
0,137,22111
0,137,22111
0,137,22112
138,138,22191
0,138,22191
0,138,22191
0,138,22191
0,138,22191
0,138,22191
0,138,22191
0,138,22191
0,138,22191
0,138,22191
0,138,22191
0,138,22191
139,139,22192
0,139,22192
0,139,22192
0,139,22192
0,139,22199
0,139,22199
0,139,22199
0,139,22199
0,139,22199
140,140,23110
0,140,23199
141,141,23129
0,141,23129
0,141,23129
142,142,23121
0,142,23121
0,142,23121
0,142,23122
0,142,23122
0,142,23122
0,142,23122
0,142,23122
0,142,23129
0,142,23129
143,143,23191
0,143,23192
0,143,23199
144,144,23211
0,144,23211
0,144,23211
0,144,23212
0,144,23212
0,144,23212
0,144,23212
145,145,23213
0,145,23213
0,145,23213
0,145,23213
0,145,23219
0,145,23219
146,146,23221
0,146,23221
0,146,23221
0,146,23221
0,146,23229
0,146,23229
147,147,23231
0,147,23231
0,147,23232
0,147,23239
0,147,23239
148,148,23311
0,148,23311
0,148,23311
0,148,23311
0,148,23311
0,148,23311
0,148,23311
149,149,23321
0,149,23322
150,150,23325
0,150,23325
0,150,23325
0,150,23325
0,150,23325
0,150,23326
0,150,23326
0,150,23326
0,150,23326
0,150,23326
0,150,23326
0,150,23326
0,150,23329
151,151,23312
0,151,23312
0,151,23312
0,151,23312
0,151,23323
0,151,23323
152,152,23911
0,152,23911
0,152,23919
0,152,23919
0,152,23919
0,152,23919
153,153,23992
0,153,23992
0,153,23992
154,154,23991
0,154,23999
155,155,23324
0,155,23994
0,155,23994
0,155,23994
156,156,23993
0,156,23993
0,156,23993
0,156,23999
0,156,23999
0,156,23999
0,156,23999
157,157,24111
0,157,24111
0,157,24111
158,158,24113
0,158,24113
159,159,24112
0,159,24112
0,159,24112
0,159,24112
160,160,24121
0,160,24121
0,160,24121
0,160,24121
0,160,24121
161,161,24121
0,161,24121
162,162,24121
0,162,24121
0,162,24121
0,162,24121
0,162,24121
0,162,24121
163,163,24121
0,163,24121
0,163,24121
0,163,24121
164,164,24123
0,164,24123
0,164,24123
0,164,24123
0,164,24123
0,164,24123
0,164,24123
0,164,24123
165,165,24131
0,165,24131
0,165,24132
0,165,24132
0,165,24132
0,165,24132
0,165,24132
166,166,24122
0,166,24122
0,166,24122
0,166,24122
0,166,24122
0,166,24122
0,166,24122
167,167,24191
0,167,24191
0,167,24191
0,167,24191
0,167,24191
0,167,24191
0,167,24191
0,167,24191
0,167,24191
168,168,24119
0,168,24199
169,169,24211
0,169,24211
170,170,24212
0,170,24212
0,170,24212
171,171,24213
0,171,24213
0,171,24213
0,171,24213
172,172,24219
0,172,24219
0,172,24219
0,172,24219
173,173,24219
0,173,24219
0,173,24219
0,173,24219
174,174,24221
0,174,24221
0,174,24221
0,174,24221
0,174,24221
0,174,24221
175,175,24222
0,175,24222
0,175,24222
0,175,24222
0,175,24222
0,175,24222
0,175,24222
176,176,24229
0,176,24229
0,176,24229
0,176,24229
0,176,24229
0,176,24229
0,176,24229
0,176,24229
0,176,24290
0,176,24290
0,176,24290
0,176,24290
0,176,24290
0,176,24290
177,177,24311
0,177,24311
0,177,24311
0,177,24312
0,177,24312
0,177,24321
0,177,24322
0,177,24329
178,178,25111
0,178,25111
0,178,25111
0,178,25111
0,178,25112
0,178,25112
0,178,25119
0,178,25119
179,179,25113
0,179,25113
0,179,25113
0,179,25113
0,179,25113
180,180,25122
0,180,25122
181,181,25121
0,181,25121
0,181,25121
0,181,25130
0,181,25130
0,181,25130
0,181,25130
0,181,25130
0,181,25130
182,182,25911
0,182,25912
0,182,25912
0,182,25912
0,182,25912
0,182,25912
0,182,25912
0,182,25912
183,183,25913
0,183,25913
0,183,25913
0,183,25913
184,184,25921
0,184,25922
0,184,25922
0,184,25923
0,184,25924
0,184,25929
185,185,25921
0,185,25924
0,185,25929
186,186,25931
0,186,25931
0,186,25931
0,186,25931
0,186,25931
0,186,25993
0,186,25993
0,186,25993
0,186,25993
0,186,25994
0,186,25994
187,187,25932
0,187,25932
0,187,25932
0,187,25932
0,187,25932
0,187,25932
0,187,25932
0,187,25932
0,187,25932
188,188,25933
0,188,25933
0,188,25933
0,188,25933
0,188,25933
0,188,25933
0,188,25933
0,188,25933
0,188,25934
0,188,25934
0,188,25934
0,188,25934
189,189,25941
0,189,25941
0,189,25941
0,189,25941
0,189,25941
0,189,25941
0,189,25942
0,189,25942
0,189,25942
0,189,25943
0,189,25943
0,189,25943
0,189,25943
190,190,25991
0,190,25991
0,190,25991
0,190,25991
0,190,25991
0,190,25991
0,190,25991
191,191,25200
0,191,25200
0,191,25200
0,191,25200
0,191,25992
0,191,25992
0,191,25995
0,191,25999
0,191,25999
0,191,25999
0,191,25999
0,191,25999
0,191,25999
0,191,25999
0,191,25999
0,191,25999
0,191,25999
0,191,29299
0,191,25992
192,192,29111
0,192,29111
0,192,29111
0,192,29119
0,192,29119
193,193,29120
0,193,29120
0,193,29120
0,193,29120
0,193,29120
0,193,29120
0,193,29131
0,193,29131
0,193,29131
0,193,29131
0,193,29132
0,193,29132
0,193,29132
0,193,29132
0,193,29132
0,193,29132
194,194,29133
0,194,29133
0,194,29133
0,194,29133
0,194,29133
0,194,29133
0,194,29133
0,194,29133
0,194,29133
195,195,29141
0,195,29141
0,195,29141
0,195,29141
0,195,29141
0,195,29142
0,195,29142
0,195,29142
0,195,29142
0,195,29142
0,195,29142
196,196,29161
0,196,29161
0,196,29161
0,196,29162
0,196,29162
0,196,29162
0,196,29162
0,196,29162
0,196,29163
0,196,29163
0,196,29163
0,196,29169
0,196,29169
0,196,29169
0,196,29169
0,196,29169
197,197,29171
0,197,29171
0,197,29171
0,197,29171
0,197,29171
0,197,29171
0,197,29172
0,197,29172
0,197,29172
0,197,29172
0,197,29172
0,197,29172
0,197,29172
0,197,29172
0,197,29172
198,198,29173
0,198,29173
0,198,29174
0,198,29174
0,198,29174
0,198,29174
0,198,29174
0,198,29175
0,198,29175
0,198,29175
0,198,29175
0,198,29175
199,199,29180
0,199,29180
0,199,29180
0,199,29180
0,199,29180
0,199,29180
0,199,29180
0,199,29180
0,199,29180
0,199,29180
0,199,29180
0,199,29180
0,199,29180
0,199,29180
0,199,29180
0,199,29180
200,200,29150
0,200,29150
0,200,29150
0,200,29150
0,200,29176
0,200,29176
0,200,29176
0,200,29192
0,200,29192
0,200,29192
0,200,29192
0,200,29193
0,200,29193
0,200,29194
0,200,29194
0,200,29194
0,200,29194
0,200,29199
0,200,29199
0,200,29199
0,200,29199
0,200,29199
0,200,29199
201,201,29210
0,201,29210
0,201,29210
0,201,29210
0,201,29210
0,201,29210
0,201,29210
0,201,29210
0,201,29210
0,201,29210
0,201,29210
0,201,29210
0,201,29210
0,201,29210
202,202,29241
0,202,29241
0,202,29241
0,202,29241
0,202,29241
0,202,29241
0,202,29241
0,202,29241
0,202,29241
0,202,29241
0,202,29241
0,202,29241
0,202,29242
0,202,29242
0,202,29242
0,202,29242
0,202,29242
203,203,29195
0,203,29195
0,203,29195
0,203,29221
0,203,29221
0,203,29221
0,203,29221
0,203,29222
0,203,29222
0,203,29222
0,203,29222
0,203,29222
0,203,29222
0,203,29222
0,203,29222
0,203,29222
0,203,29222
0,203,29222
0,203,29222
0,203,29222
204,204,29223
0,204,29223
0,204,29223
0,204,29223
0,204,29223
0,204,29223
0,204,29223
0,204,29223
0,204,29223
0,204,29223
0,204,29223
0,204,29230
0,204,29230
0,204,29230
0,204,29230
205,205,29294
0,205,29294
0,205,29294
0,205,29294
0,205,29294
206,206,29271
0,206,29271
0,206,29271
0,206,29271
0,206,29271
207,207,29272
0,207,29272
0,207,29272
208,208,29250
0,208,29250
0,208,29250
0,208,29250
0,208,29250
0,208,29250
0,208,29250
0,208,29250
0,208,29250
209,209,29261
0,209,29261
0,209,29261
0,209,29261
0,209,29269
0,209,29269
0,209,29269
0,209,29269
0,209,29269
0,209,29269
0,209,29269
0,209,29269
0,209,29269
0,209,29269
0,209,29269
0,209,29269
0,209,29269
210,210,29280
0,210,29280
0,210,29280
0,210,29280
0,210,29280
211,211,29291
0,211,29291
0,211,29291
0,211,29291
0,211,29291
0,211,29291
0,211,29293
0,211,29293
0,211,29293
212,212,29292
0,212,29292
0,212,29292
0,212,29292
0,212,29292
0,212,29292
213,213,29229
0,213,29229
0,213,29229
0,213,29229
0,213,29229
0,213,29299
0,213,29299
0,213,29299
0,213,29299
0,213,29299
0,213,29299
0,213,29299
0,213,29299
0,213,29299
214,214,28111
0,214,28111
0,214,28111
0,214,28111
0,214,28111
0,214,28111
0,214,28111
0,214,28111
0,214,28111
0,214,28111
215,215,28112
0,215,28112
0,215,28112
0,215,28112
0,215,28112
0,215,28112
216,216,28113
0,216,28113
0,216,28119
0,216,28119
0,216,28119
0,216,28119
0,216,28119
0,216,28119
0,216,28119
0,216,28119
0,216,28119
0,216,28119
217,217,28121
0,217,28121
0,217,28121
0,217,28121
0,217,28121
0,217,28121
0,217,28121
0,217,28121
0,217,28121
0,217,28121
0,217,28121
0,217,28121
0,217,28121
0,217,28121
218,218,28122
0,218,28122
0,218,28122
0,218,28122
0,218,28122
0,218,28122
219,219,28201
0,219,28201
0,219,28202
0,219,28202
0,219,28202
0,219,28202
220,220,28301
0,220,28302
0,220,28302
0,220,28302
0,220,28302
0,220,28302
0,220,28302
0,220,28303
221,221,28410
0,221,28410
0,221,28410
0,221,28410
0,221,28410
0,221,28410
0,221,28410
0,221,28410
222,222,28421
0,222,28421
0,222,28421
0,222,28422
0,222,28422
0,222,28422
0,222,28422
0,222,28422
0,222,28423
0,222,28423
0,222,28423
0,222,28429
0,222,28429
0,222,28429
223,223,28901
0,223,28901
0,223,28901
0,223,28901
0,223,28902
0,223,28902
0,223,28902
0,223,28902
0,223,28903
0,223,28903
0,223,28909
0,223,28909
0,223,28909
0,223,28909
0,223,28909
0,223,28909
0,223,28909
0,223,28909
0,223,28909
0,223,28909
0,223,28909
0,223,28909
0,223,30392
0,223,30392
0,223,30392
0,223,30392
0,223,30392
0,223,30392
0,223,30392
0,223,30392
0,223,30392
0,223,30392
224,224,26120
0,224,26120
0,224,26120
0,224,26120
0,224,26120
0,224,26120
0,224,26120
0,224,26120
0,224,26120
0,224,26120
0,224,26120
0,224,26120
225,225,26110
0,225,26110
0,225,26110
0,225,26110
0,225,26110
0,225,26110
0,225,26110
0,225,26110
0,225,26110
0,225,26110
0,225,26110
0,225,26110
0,225,26110
0,225,26110
0,225,26110
0,225,26110
226,226,26211
0,226,26211
0,226,26211
0,226,26211
0,226,26211
0,226,26211
0,226,26211
0,226,26211
0,226,26211
0,226,26211
227,227,26219
0,227,26219
0,227,26219
0,227,26219
0,227,26291
0,227,26291
0,227,26291
0,227,26291
0,227,26291
0,227,26291
0,227,26291
228,228,26221
0,228,26221
0,228,26221
0,228,26221
0,228,26221
0,228,26221
0,228,26222
229,229,26292
0,229,26292
0,229,26292
0,229,26292
0,229,26292
0,229,26292
0,229,26292
0,229,26292
0,229,26293
0,229,26293
0,229,26293
0,229,26293
0,229,26293
0,229,26293
0,229,26293
0,229,26293
0,229,26295
0,229,26295
0,229,26295
0,229,26295
230,230,26294
0,230,26294
0,230,26296
0,230,26296
0,230,26296
0,230,26296
0,230,26299
0,230,26299
0,230,26299
0,230,26299
0,230,26299
0,230,26299
0,230,26299
0,230,26299
0,230,26299
0,230,26600
0,230,26600
0,230,26600
231,231,26310
0,231,26310
0,231,26310
0,231,26310
0,231,26310
0,231,26310
0,231,26310
232,232,26321
0,232,26321
0,232,26321
0,232,26321
0,232,26321
0,232,26321
0,232,26321
0,232,26321
0,232,26321
233,233,26322
0,233,26322
0,233,26323
0,233,26323
0,233,26323
0,233,26323
0,233,26323
0,233,26329
0,233,26329
0,233,26329
0,233,26329
0,233,26329
0,233,26329
0,233,26329
0,233,26329
0,233,26329
0,233,26329
0,233,26329
0,233,26329
234,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
0,234,26410
235,235,26422
0,235,26422
0,235,26422
0,235,26422
0,235,26422
0,235,26422
236,236,26421
0,236,26421
0,236,26421
0,236,26421
0,236,26421
0,236,26421
0,236,26421
0,236,26421
0,236,26421
0,236,26421
0,236,26421
0,236,26421
0,236,26421
0,236,26421
0,236,26421
0,236,26429
0,236,26429
0,236,26429
0,236,26429
0,236,26429
0,236,26429
0,236,26429
0,236,26429
0,236,26429
0,236,26429
0,236,26429
0,236,26429
0,236,26429
0,236,26429
237,237,26511
0,237,26511
0,237,26511
0,237,26511
0,237,26511
0,237,26511
0,237,26511
0,237,26511
0,237,26511
238,238,26519
0,238,26519
0,238,26519
0,238,26519
0,238,26519
0,238,26519
0,238,26519
0,238,26519
0,238,26519
0,238,26519
0,238,26519
239,239,26521
0,239,26521
0,239,26521
0,239,26521
0,239,26521
0,239,26521
0,239,26521
0,239,26521
0,239,26521
0,239,26521
0,239,26529
0,239,26529
0,239,26529
0,239,26529
0,239,26529
0,239,26529
0,239,26529
0,239,26529
0,239,26529
0,239,26529
0,239,26529
0,239,26529
0,239,26529
0,239,26529
240,240,28511
0,240,28511
0,240,28511
0,240,28511
0,240,28511
241,241,28511
0,241,28511
0,241,28511
0,241,28511
0,241,28511
0,241,28511
0,241,28511
0,241,28511
0,241,28511
0,241,28511
0,241,28511
0,241,28512
0,241,28512
0,241,28512
0,241,28512
0,241,28512
0,241,28512
0,241,28512
242,242,28519
0,242,28519
0,242,28519
0,242,28519
0,242,28519
0,242,28519
0,242,28519
0,242,28519
0,242,28519
0,242,28519
0,242,28519
0,242,28519
0,242,28519
0,242,28519
0,242,28520
0,242,28520
0,242,28520
0,242,28520
0,242,28520
0,242,28520
0,242,28520
0,242,28520
0,242,28520
0,242,28520
243,243,27111
0,243,27111
0,243,27111
0,243,27111
0,243,27112
0,243,27112
0,243,27112
0,243,27112
0,243,27112
0,243,27112
0,243,27112
0,243,27112
0,243,27191
0,243,27191
0,243,27191
0,243,27192
0,243,27192
0,243,27192
0,243,27192
0,243,27192
0,243,27192
0,243,27193
0,243,27193
0,243,27193
0,243,27193
0,243,27199
0,243,27199
0,243,27199
0,243,27199
0,243,27199
0,243,27199
244,244,27211
0,244,27211
0,244,27211
0,244,27211
0,244,27211
0,244,27211
0,244,27211
0,244,27211
0,244,27211
0,244,27211
0,244,27212
0,244,27212
